,addr,mobile,realname
1198,山西省晋中市太谷县新建路35号爱玛电动车,13663645749,太谷县荣军车行
1199,山西省晋中市平遥县顺城路85号,13935422285,平遥县顺城路瑜晨捷电动车经销部
1200,山西省晋中市和顺县新和路61号,13513681366,和顺县李卫东车行
1201,山西省晋中市榆社县迎春北路42号,13935431418,榆社县爱美电动车
1202,山西省晋中市寿阳县朝阳街（日光大道）,13834080538,寿阳县立新摩托车行
1203,山西省晋中市左权县辽山路彩印商厦院内,13509746444,左权县海燕电动车经销部
1204,山西省晋中市灵石县翠峰镇百隆商城后院,13994585699,灵石县翠峰镇卫红自行车销售部
1205,山西省晋中市昔阳县城外环路（留庄村沿街商铺A段）,13466886898,昔阳县亨通车行
1206,山西省晋中市祁县新建南路162号五交化公司,15935457736,祁县飞龙车行
1207,山西省晋中市介休市新建西路火车站东88米,13994566321,介休市城区恩泰车行
1208,山西省晋中市榆次县花园路19-21号,13593063498,榆次聚鑫五交化经销部
1209,山西省长治市英雄南路42号,18835585888,长治市城区效方阳光自行车店
1210,山西省长治市沁源县沁河镇齐泉街常青市场东5排5号,13111254135,沁源县沁河镇利民电动车门市
1211,山西省长治市襄垣县西街188号爱玛专卖店,15835152218,襄垣县爱玛电动车专卖店
1212,山西省长治市沁县定昌镇人民路105号,13133256363,沁县二飞电动车专卖店
1213,山西省长治市长子县丹朱街鑫威超市对面,13834290366,长子县双慧电动车经销部
1214,山西省晋城市新市西街爱玛专卖,18635685689,晋城市城区必祥爱玛大阳电动车店
1215,山西省晋城市沁水县新街西路地税局对面爱玛专卖店,13835699099,沁水县龙港镇江红电动自行车门市部
1216,山西省临汾市翼城县八一区路口,13935736405,翼城县牡丹自行车经销部
1217,山西省侯马市侯马经济开发区天河电子城D区,13835775182,侯马经济开发区随利电动车经销部
1218,山西省临汾市广宣街五交化中心市场爱玛专卖店（收货地址：山西临汾尧都区屯里镇西芦村口塞克库房）,18903571000,临汾市尧都区军洁自行车经销部
1219,山西省运城市盐湖区红旗西街610号(烈士陵园对面）,15235989998,山西隆得利商贸有限公司 
1220,山西省运城市永济市迎新路家电市场爱玛专卖,18635965338,永济市城区鑫兴商场
1221,山西省运城市绛县县城振兴街爱玛专卖店,15536286899,绛县古绛镇天地电动车超市
1222,山西省临猗县双塔南路交通局楼下,13934896275,临猗县东城钱波电动车销售店
1223,山西省运城市新绛县职工医院对面,13994870618,新绛县城镇建会电动车经销部
1224,山西省运城市河津市莲池路爱玛专卖店,13835943688,河津市思必得贸易有限责任公司
1225,山西省运城市稷山县县城爱玛专卖,13834728222,稷山县稷峰福英电动车门市部
1226,山西省运城市万荣县农民街爱玛专卖,13633592307,万荣县城镇飞龙摩托经销部
1227,山西省沂州市定襄县晋昌镇城内村,13935026598,定襄县美华电动自行车经销部
1228,山西省忻州市河曲县文笔镇同德商城院内,15835071798,河曲县利达电动车经销店
1229,山西省忻州市五寨县迎宾西街,13935088278,五寨县爱玛电动车
1230,山西省忻州市保德县东关镇滨河路,13935096426,保德县韩新存摩托经销部
1231,山西省忻州市五台县城供销街,18636011988,五台县城爱玛电动车销售部
1232,山西省忻州市新建南路邦德电动车大世界,18635011548,忻州市忻府区邦德电动车大世界
1233,山西省阳泉市平定县东大街体育场斜对面爱玛专卖店,13365353322,平定县恒捷电动车行
1234,山西省阳泉市盂县秀水东街,13994505790,盂县秀水东街万金电动车经销部
1235,山西省阳泉市城区南庄路五号桥爱玛专卖店,186353226518,阳泉市城区城承车行
1236,山西省大同市大北街北泰楼7号,13603526230,大同市城区泰达祥电动车行
1237,山西省大同市广灵县新建路中段爱玛专卖,13753212999,广灵县百顺车行
1238,山西省大同市阳高县大西街南口1号爱玛专卖店,13096590966,阳高县雲华电动车门市
1239,山西省大同市灵丘县新华东街,13994410706,灵丘县兄弟车行
1240,大同市山西省大同市左云县云兴镇南街钱家巷口南,13191228240,左云县强劲电动车经销部
1241,山西省大同市浑源县西大街爱玛专卖,13934765188,浑源县爱玛电动车经销部
1242,山西省大同市天镇县南街,15034209923,天镇县玉泉镇鑫飞车城
1243,山西省朔州市开发南路,15534907777,朔州市朔城区天亿自行车经销部
1244,山西省朔州市怀仁县仁里路,18635693278,怀仁县宝马电器超市
1245,山西省朔州市右玉县新城镇玉林东街柳影巷口,13934940667,右玉县鑫誉摩托车销售部
1246,山西省朔州市山阴县火车站立交桥下闫家巷口,13934422888,山阴县爱玛电动车销售部
1247,山西省朔州市平鲁区西二环路爱玛专卖店,18635692828,朔州市平鲁区爱玛电动车经销部
1248,山西省朔州市应县新建西路3号,13934949155,应县仁跃家电有限公司
1249,山西省忻州原平市京原南路,13834498909/13835027617,原平市原平瑞强电动车经销部
1250,山西省忻州市繁峙县一道街鼓楼东150米,13835004028,繁峙县繁城镇步阳电动车门市
1251,山西省忻州市繁峙县砂河镇富民路,18295897779,繁峙县砂河镇鸿源车行
1252,山西省忻州市代县世纪春超市,13753003109,代县爱玛电动车
1253,陕西省西安市碑林区伞塔路电动车市场,13060412886,西安市碑林区明行足车行
1254,陕西省西安市周至县哑柏镇永定东路农业银行对面,15991669809,周至县哑柏镇姚建卫电动车行
1255,陕西省西安市高陵县马家湾店子王村爱玛专卖店,15929566012,高陵县飞越电动车经销部
1256,陕西省渭南市华县西关综合市场,13335341595,华县惠佳车行
1257,陕西省渭南市合阳县城金水路金塔车城,18700398170,合阳县瑷玛电动车销售店
1258,陕西省渭南市临渭区东风大街商业一条街,13992367616,临渭区亚旦电动车行
1259,陕西省渭南市大荔县西环路11号,13679234667,大荔县李宁车行
1260,陕西省渭南市华阴市老城街爱玛电动车专卖店,15389375444,华阴市若瑄车行
1261,陕西省渭南市白水县四马路刘军车行,13572385406,白水县刘军电动车专业维修
1262,陕西省渭南市澄城县正街九路口什子东南角,15291301115,澄城县县城爱玛电动车专卖店
1263,陕西省渭南市富平县车站大街西段,13892521907,富平县张佰利车行
1264,陕西省渭南市蒲城县迎宾中路中段,15291300933,蒲城县泛达自行车行
1265,陕西省商洛市商州区北新街东段18号,15991402817/15295400560,商洛市商州区宇恒摩托车行
1266,陕西省商洛市山阳县干沟口十字,18091416858,山阳县亿源车行
1267,陕西省商洛市丹凤县南风街西段,13239146207,丹凤县绿源电动车专卖店
1268,陕西省宝鸡市凤翔县南环路西段爱玛专卖店,15591743972,凤翔县南环路安达车行
1269,陕西省宝鸡市扶风县新区南大街妇幼保健医院北,13629171231,扶风县爱玛电动车经销点
1270,陕西省宝鸡市千阳县东大街37号,13891716646,千阳县小林摩托修理部
1271,陕西省宝鸡市岐山县五丈原镇蔡五路,13669170289,岐山县五丈原镇拉平车行
1272,陕西省宝鸡市眉县首善镇平阳街东段南排,13636823307,眉县首善镇鑫泰摩托车行
1273,陕西省宝鸡市陇县河滨东路,13891739304,陇县旭日车行
1274,陕西省宝鸡市金台区东风路付15号,18791703321,宝鸡新远航商贸有限公司
1275,陕西省宝鸡市岐山县城岐之蔡路口,15291735721,岐山县张欣摩托修配中心
1276,陕西省宝鸡市陈仓区虢镇西关家美佳超市广场东侧,13571718889,宝鸡市陈仓区车站小丽电动车销售部
1277,陕西省安康市汉滨区西大街爱玛专卖店,13629156299,安康市汉滨区聚成车行
1278,陕西省安康市旬阳县城关镇上渡口工业品公司一楼,18891858582,旬阳县城关镇汇龙车行
1279,陕西省安康市平利县城关镇新正街东四路,13891535938,平利县城关镇爱玛电动车专卖店
1280,陕西省汉中市汉台区虎桥路,18009161972,汉中凯旋商贸有限责任公司
1281,陕西省汉中市西乡县汉白路东段74号,13700263002,西乡县李华摩托车商行
1282,陕西省汉中市汉台区铺镇骐扬车行,13186300236,汉台区铺镇骐扬车行
1283,陕西省汉中市南郑县大河坎镇东大街滨江苑小区一期,13319163256,南郑县大河坎镇非凡车行
1284,陕西省汉中市洋县文明西路爱玛专卖店,13891645603,洋县爱玛电动车行
1285,陕西省汉中市城固县西环二路南段,13093908685,城固县爱玛车行
1286,陕西省咸阳市泾阳县金柳村爱玛专卖店,13891009113,泾阳县城关李辉电动车店
1287,陕西省咸阳市彬县东大街64号,13991010074,彬县城关中平电动车行
1288,陕西省咸阳市礼泉县劳动路西段,13892936137,礼泉城关嘉陵电动自行车行
1289,陕西省咸阳市茂陵镇西郭摩托电动车行,13759701456,咸阳市秦都区鑫博阳电动车经销部
1290,陕西省咸阳市秦都区陈杨寨转盘西南角,18149101160,西咸新区沣西新城权氏电动车行
1291,陕西省咸阳市渭城区乐育北路7号,13060412886,咸阳市渭城区旭东电动车行
1292,陕西省咸阳市武功县普集镇邰城北路,15596789669,武功县爱玛电动车行
1293,陕西省咸阳市长武县宜禄街,13892923315,长武县和信车行
1294,陕西省咸阳市兴平县爱玛专卖店,13379527899,兴平市致远车行
1295,陕西省咸阳市乾县东环北路大伟车行,13484404451,乾县城关爱玛电动车销售部
1296,陕西省铜川市耀州区锦阳路中段45号,13772792704,铜川市耀州区飞越车行 
1297,陕西省延安市宝塔区长青路外贸加工厂对面,13119210550,陕西省延安市贺宏军
1298,陕西省延安市子长县安定东路,18821671125,子长县万里顺摩托服务总汇
1299,陕西省榆林市定边县二道东街29号,13891290029,定边县定边镇爱玛电动车行
1300,陕西省榆林市米脂县九龙花园一楼门面房,15332580887,米脂县爱玛电动车经销部
1301,陕西省榆林市靖边县张家畔镇东环路,13109687733,靖边县运隆商贸有限公司
1302,陕西省榆林市榆阳区文化南路八排五号,13772907757,榆林市榆阳区助力车专卖店
1303,陕西省榆林市神木县东兴街道巡警队楼下,13038944911,神木县明利摩托销售店
1304,上海市青浦区外青松公路3995弄26-7号,13524273005,上海智杞电动车有限公司
1305,四川省成都市双流县空港四路598号,13708201758,四川爱玛科技有限公司
1306,四川省南充市顺庆区人民南路11幢1层16号,15181700444,南充市顺庆区周氏商贸有限公司
1307,四川省南充市西充县晋城镇晋城大道四段202号,13778199346,西充县仕维车行
1308,四川省万源市太平镇河西锦苑政务中心一楼,13908246300,万源市长鲨商贸有限公司
1309,四川省绵阳市高新区永兴镇,13550822983,绵阳创世纪车业有限公司
1310,四川省广元市旺苍县东河镇环城中路,13881272076,旺苍县德利车行
1311,四川省德阳市什邡市雍城西路22号,15892476423,什邡市城市脉搏商贸有限公司
1312,四川省宜宾市南溪区大观镇中心路245号,18980391180,宜宾市南溪区大观镇阿杰车行
1313,四川省宜宾市南溪区北大街区大街223号,15883188169,宜宾市南溪区永盛车行
1314,四川省合江县合江镇百花亭居委商业街13号楼门市,13388295967,四川省泸州市合江县李龙煌
1315,四川省资阳市安岳县岳阳镇北大街166号 168号,13550688799,安岳县奇特车行
1316,四川省雅安市荥经县康宁路西二段74号,13881648455,荥经县中意摩托车行
1317,四川省雅安市天全县安居北路16号,13888601067,天全县爱玛电动车
1318,四川省雅安市石棉县滨河路一段191号,13795860005,石棉县天隆车行
1319,四川省汉源县富林镇黎州大道二段99-109号,13378385889,汉源县冲冲电器电动车行
1320,四川省攀枝花市仁和区攀枝花大道南段555-559号,13198600005,攀枝花市金宸商贸有限责任公司
1321,四川省盐源县金果路62号,15884001359,四川省盐源县谢用东
1322,四川省凉山会理县顺城东路160-166号,13981559390,会理县富鑫商贸有限责任公司
1323,四川省凉山会东县鯵鱼河三鑫路南段161号,15583480201,会东县爱玛电动车行
1324,四川省德昌县德州镇凤凰大道西段,18981595458,德昌县红运车行
1325,四川省成都市龙泉驿区大面街道安置小区68号,15328077740,    龙泉驿区大面街道徐源车行
1326,四川省成都市锦江区琉三路73号启明家园1栋6号,13880031838,锦江区一大电动车行
1327,宜宾县二二翠柏大道146号,0831-5805179,宜宾县柏溪镇宝源车行
1328,天津市北辰天穆工业园天盈4支路9号,13920118521,天津市北辰区俊盈电动自行车经营部
1329,天津市静海区东方红路爱玛电动车专卖店,13821577800,天津市兴和伟业商贸有限公司
1330,天津市北辰区双街爱玛专卖店,13299967312,天津市恒荣五金交电销售中心
1331,天津市北辰区双口镇,13820899360,天津市北辰区塔昶电动自行车销售中心
1332,天津市杨村镇振华西道泉州路市场南门东200米,15602007739,天津市华丙电动自行车销售中心
1333,天津市宁河县潘庄镇,18002188777,天津市华诚伟业科技有限公司
1334,天津市汉沽区文化街汉华底商154号双鑫桥科技有限公司,13821532650,天津市双鑫桥科技有限公司
1335,天津市大港永明路福佳车行、爱玛电动车,13072298603,天津市滨海新区大港福佳车行
1336,天津市大港油田3号院花园路372号,13920708103,天津市滨海新区大港路宝通电动自行车商行
1337,天津市蓟县四正街爱玛专卖店,13032234578,天津市蓟县安道电动自行车店
1338,天津市蓟县上仓镇沧桑路西行100米路南,13323306110,天津市蓟县福田家兴电动车商行
1339,天津市蓟县邦均镇爱玛电动车专卖,13902163965,天津市蓟县张乾坤电动车商行
1340,天津市塘沽向阳西支路东风里底商59号爱玛专卖,13920951929,天津市滨海新区塘沽伟爱电动车商行
1341,天津市西青区杨柳青柳青商厦A座11号,13920932122,天津市西青区姜华自行车商行
1342,天津市津南区葛沽镇福泊园5号府商,13920833882,天津市津南区乾丰聚泰电动自行车经营部
1343,天津市津南区咸水沽镇爱玛专卖店,18526395800,天津市静海区盛古电动自行车销售中心
1344,天津市津南区双港镇梅河湾村九龙街东侧争光楼底商3号,13602192098,天津市津南区双港镇刘文健
1345,天津市东丽区津塘路203号,15602122149,天津市东丽区金庆鑫瑞电动车商行
1346,西藏拉萨市林廓西路广电厅商品房,13659564230,昌元车业
1347,浙江湖州织里镇公园路35号爱玛电动车,15657136550,湖州织里志良电瓶车商行
1348,浙江省湖州市双林镇虹凤南路12号,13587234488,南浔爱忠电动车商行
1349,浙江省湖州市德清县新市镇西兴街61、63、65号,18657210118,德清县新市镇虎亮电动车商行
1350,浙江省湖州市安吉县浦源大道415号爱玛专卖店,13395822298,安吉爱玛电动车商行
1351,浙江省湖州市德清县武康镇千秋街330-334号再铭电动车商行,13355821910,德清武康再铭电动车商行
1352,浙江省湖州市南街376、378号,13362216595,吴兴美满车行
1353,浙江省湖州市长兴县仓泉街88号爱玛专卖店,13868252186,长兴雉城超凡车行
1354,浙江省嘉兴市禾兴南路251号,13736861911,嘉兴市名洋汽车销售服务有限公司
1355,浙江省嘉兴市秀洲区王江泾镇木林森嘉兴国际商贸城A1-06号,13511325855,嘉兴市秀洲区王江泾光明摩配商店
1356,浙江省嘉兴市洪合镇民和口路498号,13221319689,嘉兴市秀洲区洪合永诚电动车修理部
1357,浙江省嘉兴市秀洲区新塍镇蓬莱路868号,13736852591,嘉兴市新塍阿刚摩托车修理部
1358,浙江省嘉兴市嘉善县解放路276号,13067650007,嘉善县魏塘镇佳悦车行
1359,浙江省嘉兴市平湖市当湖东路97-103号当湖新捷达贸易商行,15381225188,平湖市当湖新捷达贸易商行
1360,海宁县海州街道文苑路396号,13586359990,海宁市新时代摩托车有限公司硖石分公司
1361,浙江省嘉兴市桐乡市学前路198号绿源电动车大卖场,13819303707,桐乡市心源电动车大卖场
1362,浙江省海盐县朝阳西路174-178号,18768346895,海盐县武原宇胜车行
1363,浙江省杭州市拱墅区三墩路29号2.3.4.5幢,13666651189,杭州路顺电动车有限公司
1364,浙江省杭州市萧山区城街街道萧绕路946号,13819587922,杭州萧山城厢豪玛电动车商行
1365,浙江省杭州市淳安县千岛湖镇新安北路72号,13750808543,淳安县千岛湖镇为众电动车店
1366,浙江省杭州市淳安县汾口镇武强路,13216183099,淳安县汾口百信摩托车行
1367,浙江省杭州市富阳市富春街道桂花西路183-5号,18658112865,杭州富阳捷源车业有限公司
1368,浙江省杭州市临安市锦城街道临天路331号,13968031788/13395817688,临安锦城刘云峰摩托车修理部
1369,浙江省杭州市桐庐县富春江镇七里垅大街327号,15078279500/13588215665,桐庐县桐君街道连华电动车商行
1370,浙江省杭州市建德市新安江街道严州路山水华庭34号,15858166882,建德市新安江街道天彬摩托车修配店
1371,浙江省绍兴市柯桥区杨汛桥镇孙家桥居委会,13957563798,绍兴市柯桥区杨汛桥恒兴机电经营部
1372,浙江省上绍兴市新昌县南明街道鼓山中路185号,13675749266,新昌县南明街道爱玛摩托车经营部
1373,"嵊州市三江街道一景路2号时代商务广场5,6,7号",15868115316,嵊州市裘飞翔电动车商行
1374,浙江省绍兴市上虞市新建路111号,15857530066,上虞市百官街道新生代车行
1375,浙江省金华市永康市九铃东路3235号,13858909785,永康市东城佳捷时电动车经营部
1376,浙江省金华市武义县温泉路锦绣街8-9号,13305795698,武义县正日贸易有限公司
1377,浙江省浦江县黄宅镇望江路32号,15988553241,浦江县宜龙电瓶车车行
1378,浙江省金华市浦江县和平南路44号,13868913732,浦江县伟东车行
1379,浙江省金华市义乌市城中中路3号,13567617587,义乌市天鹰电动车有限公司
1380,浙江省金华市东阳市中山路5号,15167907293,东阳市甘树明电动车行
1381,浙江省衢州市龙游市人民路22号,13515705200,龙游双马车行
1382,浙江省江山市清湖镇和睦村平塔山201号,15924064889,江山市东俊电动车商行
1383,衢州市柯城区衢化学院路378号,15857089873,浙江省衢州市巨化镇傅小峰
1384,浙江省衢州市常山县文峰东路37号,13567072549,常山县铃峰摩托车有限公司
1385,浙江省宁波市江北区庄桥街道东邵村薛家桥庄老火车站大榭开发区绿源电动车销售有限公司,13905742766,宁波云尚电动科技有限公司
1386,浙江省宁波市宁海县跃龙街人民大道300号,13738840999,宁海县阿龙电动自行车店
1387,浙江省宁波市慈溪市浒山街道车城46、47、52、53号,15968980044,慈溪市浒山幼萍助动自行车店
1388,浙江省宁波市余姚市阳明街道阳明西路630号,13705842246,余姚市绿骐电动车店
1389,宁波市象山县石浦镇火炉头路218号,17858288079,象山石浦志能电瓶车经营部
1390,浙江省宁波奉化市南山路23号,13805833282,宁波奉化丰舆车业有限公司
1391,浙江省宁波市象山县丹峰西路23-2号,13858388035,象山丹城盛建电动车商行
1392,浙江省舟山市普陀区勾山街道勾山街72号,13758021783,舟山市新城朱洋车行
1393,浙江省舟山市普陀区沈家门街道东海中路56号,18606806628,浙江省舟山市普陀区张财玲
1394,浙江省舟山市岱山县高亭镇沿港西路103号,13306800429,浙江省舟山市岱山县王铭
1395,浙江省台州市黄岩区华东汽摩城爱玛专卖店,13736591128,台州市黄岩久新电动车商行
1396,浙江省台州市椒江区云西路61号,13396918351,台州市椒江阿江电动车商行
1397,浙江台州市三门县新兴街35号,15867673458,三门县海光电瓶车经营部
1398,浙江省台州市玉环县榴岛大道127-129号,13906548219,玉环县爱玛电动自行车商行
1399,浙江省台州市仙居县城北西路32号,18958572000,仙居县中意摩托车商店
1400,浙江省台州市天台县上清溪路202号,18958633186,天台县卫强电动车商店
1401,台州市路桥区里王路131号,18858682878,台州市路桥银聚来助动车商行
1402,浙江省临海市柏叶西路19号,18957658669,浙江省临海市李建
1403,浙江省台州市临海市杜桥镇环城南路291号,13058791842,临海市许辉电动车商行
1404,浙江省温州市鹿城区锦绣路丰收新村4栋102号,13505775089,温州市鹿城区小南绿驹电动自行车店
1405,浙江省温州市瓯海区104国道慈湖段150号,18968883999,温州市鹿城区双屿阿文电动车店
1406,浙江省温州市平阳县昆阳镇平瑞路464-470号,13868570834,平阳县业鸿摩托车配件经营部
1407,浙江省温州市文成县大峃镇建设路200号,15257758587,文成县鑫龙电动车有限公司
1408,浙江省温州市瑞安市玉海街道解放东路,18806599666,瑞安市迅豪摩托车行
1409,浙江瑞安市湖岭镇湖松路28号,13486701358,瑞安市湖岭镇苏立敬
1410,浙江省温州市永嘉县桥下镇西溪中路55号,13777714112,永嘉县桥下镇朋光自行车修理店
1411,浙江省温州市永嘉县上塘镇换成西路59号,15958790375,永嘉县城关宏达自行车店
1412,浙江省温州市龙湾区永兴街道永强大道4046号,13175690620,温州市龙湾永兴琼洁电动自行车店
1413,浙江省温州市乐清市柳市镇育英北路118号,13968970581,乐清市柳市黎军二轮电瓶车商行
1414,浙江省温州市乐清市北白象镇交通东路197-199号,15967776336,乐清市北白象极速车行
1415,浙江省温州市泰顺县罗阳镇泰分路32号,13606879178,泰顺县顺宏摩托车经营部
1416,浙江省温州高新技术产业开发区温州大道822号,13587885055,温州高新技术产业开发区如意电瓶车行
1417,浙江省丽水市缙云县壶镇镇溪西大街122号101,13695788939,缙云县壶镇镇玖玖电动车行
1418,浙江省丽水市水阁镇上桥浙南玻璃有限公司（遂松路280-4）,15925784992,丽水市小高电动车店
1419,浙江省丽水市云和县元和街道新建南路150、152号,18274282101,云和县顺安电动车商行
1420,浙江省丽水市遂昌县妙高街道公园路168、170号,13857043018,遂昌姐妹电动车行
1421,浙江省丽水市缙云县五云街道电力路82号,18667091955,缙云县顺达电动车经营部
1422,浙江省龙泉市公园路158号,13567603488,龙泉市吴利兴电动车行
1423,浙江省丽水市松阳县车站路13号,13967077181,浙江省丽水市松阳县周仙青
1424,浙江丽水市莲都区解放街528号,13957072288,丽水市老谢电动车商行
1425,浙江省丽水市景宁县红星街道鹤溪中路41号,13884391808,景宁老叶车行
1426,新疆省库尔勒市团结路联通公司底商爱玛电动车专卖店,15099229286,巴州文泽商贸有限公司
1427,新疆省巴音郭楞蒙古自治州和硕县绿源电动车行,13899086978,和硕县绿源电动车行
1428,新疆阿克苏地区库车县步行街广场,13319788712,库车县比德文电动车专卖店
1429,新疆省阿克苏市沙雅县爱玛专卖店,15899379997,沙雅爱玛电动车商行
1430,新疆阿克苏市中原路4-10A号,13899273988,阿克苏市君杰电动车车行
1431,新疆省哈密市广东路爱玛专卖店,13364931951,哈密市广东路爱玛电动车经销部
1432,新疆省哈密市三道岭矿区建安路爱玛专卖,13779365502,哈密三道岭顺达车行
1433,新疆省和田市北京东路11号爱玛专卖店,13779190559,和田市金信车行
1434,新疆省博尔自治洲博乐市爱玛专卖店,13319711262,博乐市爱玛电动车专卖店
1435,新疆省喀什市远方市场爱玛专卖店,13279889666,喀什市北辰电动车销售中心
1436,新疆省乌鲁木齐市长春路美居物流园L座户外运动市场爱玛专卖店,13609923746,乌鲁木齐高新技术产业开发区爱玛车业
1437,新疆维吾尔自治区伊犁哈萨克自治州奎屯市乌鲁木齐路28-3号赛特名品广场,13565574191,奎屯飞鹰自行车店
1438,新疆省吐鲁番市广汇路南段,13899320948,吐鲁番市清馨爱玛电动车销售行
1439, 昆明市官渡区绿荫大道与官南大道交叉口金粮花苑对面 ,13678707784,云南捷高商贸有限公司
1440,云南省玉溪市汇溪路彩虹小区星光公寓旁,15096721115,玉溪市豪爵摩托车销售有限公司
1441,云南省大理市下关建设东路37号飞越车行,13988555153,大理市兴邦商贸有限公司
1442,云南省文山市开化中路（军分区综合楼一幢03号1-2层）,18087657166,文山州弘盛商贸有限公司
1443,云南省红河哈尼族彝族自治州蒙自市极速车行,13035910695,蒙自万鑫商贸有限公司
1444,云南省保山市腾冲县腾越镇秀峰社区吉昌小区2号附1号,13577587737,腾冲县腾越镇诚振电动车经营部
1445,云南省西双版纳傣族自治州景洪市宜威大道（老供销社商铺）,18988138677,景洪中敢商贸有限责任公司
1446,云南省昭通市昭阳区裕康商业广场B-271、272号内,13116999864,昭通市昭阳区景粮商贸有限责任公司
1447,丽江市古城区寨后生态市场爱玛专卖店,18988138677,丽江市古城区好朋友商贸有限公司
1448,云南省红河州开远市电动车城二号门入口,13987392469,开远市刘陶摩托车商行
1449,砚山县砚华东路201号,15573966999,砚山县恒通电动车行
1450,楚雄市鹿城镇团结路体育场44-46号,13529503980,楚雄市鹿城镇凌宏车行
1451,重庆市重庆市南岸区长生桥镇河街19号,13983198132,重庆市长生桥镇夏杰伟
1452,重庆市渝北区双龙西路145-5号门市,15923268596,渝北区顺鑫摩托车经营部
1453,重庆市铜梁区巴川街道办事处中南路,15922918691,重庆市奇锳摩托车销售有限公司
1454,"重庆市永川区渝西大道中段507,493-6号",15215100368,重庆市永川区彭志鹏
1455,重庆市奉节县朱衣镇黄果村1社,18523770566,奉节县旭铭汽贸有限公司
1456,重庆市万州区白岩路538号,15978933178,万州区白岩路豪顺摩托车经营部
1457,重庆市涪陵区顺园路爱玛专卖店,13638255310,重庆市涪陵区李科
