,code,name,address,tel,gps,level,openTime,isClose,pcode,ccode,dcode,p,c,d,longitude,latitude
140,A0022009F55,河东区真理道雅迪专卖店,天津市河东区王串场一号路华腾里底商8号,15822563392,"117.234293,39.149803",二网,8：00-19：00,1,120000,120100,120102,天津市,天津市市辖区,河东区,117.234293,39.149803
141,A0022009F63,嘉华雅迪,红星路与成林道交口嘉华小区12楼底商,13512272775,"117.251842,39.131367",二网,8：00-19：00,1,120000,120100,120102,天津市,天津市市辖区,河东区,117.251842,39.131367
142,A0022009F53,河西区土城雅迪专卖店,天津市河西区大沽南路882号,13512830303,"117.246115,39.092494",二网,8：00-19：00,1,120000,120100,120103,天津市,天津市市辖区,河西区,117.246115,39.092494
143,A0022009F54,河西区绍兴道雅迪专卖店,天津市河西区绍兴道27号雅迪专卖店,15122762558,"117.224493,39.114412",二网,8：00-19：00,1,120000,120100,120103,天津市,天津市市辖区,河西区,117.224493,39.114412
144,A0022009F67,珠江道雅迪,河西区珠江道名都新园底商雅迪专卖,18602685354,"117.239189,39.070339",二网,8：00-19：00,1,120000,120100,120103,天津市,天津市市辖区,河西区,117.239189,39.070339
145,A0022009F51,南开区密云路一店雅迪专卖店,天津市南开区密云路中国石化加油站对面,18698001198,"177.132788,39.139066",二网,8：00-19：00,1,120000,120100,120104,天津市,天津市市辖区,南开区,177.132788,39.139066
146,A0022009F01,南开五马路雅迪专卖店,南开五马路37号,13612180868,"117.176521,39.136071",二网,8：00-19：00,1,120000,120100,120104,天津市,天津市市辖区,南开区,117.176521,39.136071
147,A0022009F49,南开区王顶堤雅迪专卖店,天津市南开区复康路王顶堤装饰城2楼3号雅迪专卖,15002214871,"117.133407,39.104134",二网,8：00-19：00,1,120000,120100,120104,天津市,天津市市辖区,南开区,117.133407,39.104134
148,A0022009F50,南开区王顶堤桥雅迪专卖店,天津市南开区红旗南路底商408号,13011339705,"117.155672,39.103982",二网,8：00-19：00,1,120000,120100,120104,天津市,天津市市辖区,南开区,117.155672,39.103982
149,A0022009E01,榆关道店雅迪专卖店,河北区榆关道717号雅迪电动车,13642174317,"117.187758,39.183496",一网,8：00-19：00,1,120000,120100,120105,天津市,天津市市辖区,河北区,117.187758,39.183496
150,A0022009E02,榆关道店雅迪专卖店,河北区榆关道717号雅迪电动车 (旗舰店）,13820544442,"117.189896,39.184048",一网,8：00-19：00,1,120000,120100,120105,天津市,天津市市辖区,河北区,117.189896,39.184048
151,A0022009F48,河北区建昌道雅迪专卖店,天津市河北区建昌道41号雅迪专卖,15320061757,"117.230346,39.17999",二网,8：00-19：00,1,120000,120100,120105,天津市,天津市市辖区,河北区,117.230346,39.17999
152,A0022009F20,芥园道雅迪专卖店,芥园道水西园底商7号楼三门101,18142218295,"117.166077,39.152814",二网,8：00-19：00,1,120000,120100,120106,天津市,天津市市辖区,红桥区,117.166077,39.152814
153,A0022009F34,东丽区军粮城新雅迪专卖店,天津市东丽军粮城大街邮局旁雅迪专卖店,13752778939,"117.465277,39.07346",二网,8：00-19：00,1,120000,120100,120110,天津市,天津市市辖区,东丽区,117.465277,39.07346
154,A0022009F35,东丽区华明雅迪专卖店,天津市东丽区华明紫苑29号底商雅迪专卖店,13622109518,"117.393292,39.185127",二网,8：00-19：00,1,120000,120100,120110,天津市,天津市市辖区,东丽区,117.393292,39.185127
155,A0022009F57,河东区万新村雅迪专卖店,天津市东丽区成林道与昆仑交口新丰里1号楼底商雅迪专卖,13821584675,"117.280959,39.1356",二网,8：00-19：00,1,120000,120100,120110,天津市,天津市市辖区,东丽区,117.280959,39.1356
156,A0022009F12,南开区西青道雅迪专卖店,西青区东云里底商雅迪专卖店,13612197762,"117.126679,39.159562",二网,8：00-19：00,1,120000,120100,120111,天津市,天津市市辖区,西青区,117.126679,39.159562
157,A0022009F58,西青区杨柳青雅迪专卖店,天津市西青区杨柳青镇新华道龙华里底商1号,13821286792,"117.026276,39.146671",二网,8：00-19：00,1,120000,120100,120111,天津市,天津市市辖区,西青区,117.026276,39.146671
158,A0022009F59,西青区张家窝雅迪专卖店,天津市西青区张家窝新老路灵泉南里9号楼底商,18622347285,"117.043264,39.068857",二网,8：00-19：00,1,120000,120100,120111,天津市,天津市市辖区,西青区,117.043264,39.068857
159,A0022009F60,西青区津涞路雅迪专卖店,天津市西青区津涞路杨楼镇第七纺织厂院外底商2号,13821313876,"117.1847,39.068439",二网,8：00-19：00,1,120000,120100,120111,天津市,天津市市辖区,西青区,117.1847,39.068439
160,A0022009F06,咸水沽雅迪专卖店,天津市津南区咸水沽食品街雅迪专卖店,13032222081,"117.390865,38.994829",二网,8：00-19：00,1,120000,120100,120112,天津市,天津市市辖区,津南区,117.390865,38.994829
161,A0022009F15,津南北闸口雅迪专卖店,天津市津南区北闸口镇延庆里底商雅迪专卖店,13820838719,"117.41014,38.955102",二网,8：00-19：00,1,120000,120100,120112,天津市,天津市市辖区,津南区,117.41014,38.955102
162,A0022009F46,津南区郭黄庄雅迪专卖店,天津市津南区郭黄庄雅迪专卖店,15222053588,"117.280915,39.042672",二网,8：00-19：00,1,120000,120100,120112,天津市,天津市市辖区,津南区,117.280915,39.042672
163,A0022009F47,津南区葛沽雅迪专卖店,天津市津南区葛沽镇荣水园A区14号楼底商雅迪专卖店,13672036098,"117.506915,38.992983",二网,8：00-19：00,1,120000,120100,120112,天津市,天津市市辖区,津南区,117.506915,38.992983
164,A0022009F04,北辰瑞景雅迪专卖店,天津北辰区瑞景国际鞋城西区19号雅迪专卖店,18222356623,"117.131325,39.208133",二网,8：00-19：00,1,120000,120100,120113,天津市,天津市市辖区,北辰区,117.131325,39.208133
165,A0022009F25,北辰区延吉道雅迪专卖店,天津市北辰区延吉道永辉超市往西150米雅迪专卖,13920600107,"117.134514,39.237524",二网,8：00-19：00,1,120000,120100,120113,天津市,天津市市辖区,北辰区,117.134514,39.237524
166,A0022009F28,北辰区双口雅迪专卖店,天津市北辰区双口镇双口二村十字街南100米,13920400837,"117.042901,39.245665",二网,8：00-19：00,1,120000,120100,120113,天津市,天津市市辖区,北辰区,117.042901,39.245665
167,A0022009F33,武清区大碱厂雅迪专卖店,天津市武清区大碱厂镇华联超市旁,13622053765,"117.099121,39.481526",二网,8：00-19：00,1,120000,120100,120113,天津市,天津市市辖区,北辰区,117.099121,39.481526
168,A0022009F64,双街雅迪店,天津市北辰区双街镇龙顺道170号,13212095004,"117.110373,39.266008",二网,8：00-19：00,1,120000,120100,120113,天津市,天津市市辖区,北辰区,117.110373,39.266008
169,A0022009F10,武清区河北屯雅迪专卖店,天津武清河北屯雅迪专卖店,13821456360,"117.142433,39.586627",二网,8：00-19：00,1,120000,120100,120114,天津市,天津市市辖区,武清区,117.142433,39.586627
170,A0022009F21,武清区大良雅迪专卖店,天津市武清区大良镇雅迪专卖店,13821456360,"117.142312,39.58661",二网,8：00-19：00,1,120000,120100,120114,天津市,天津市市辖区,武清区,117.142312,39.58661
171,A0022009F16,武清区梅厂雅迪专卖店,天津市武清区梅厂镇集贸市场雅迪专卖店,13642035494,"117.204238,39.370197",二网,8：00-19：00,1,120000,120100,120114,天津市,天津市市辖区,武清区,117.204238,39.370197
172,A0022009F03,武清杨村雅迪专卖店,天津市武清区泉州路南门往东100米雅迪专卖店,13512868852,"117.063435,39.380287",二网,8：00-19：00,1,120000,120100,120114,天津市,天津市市辖区,武清区,117.063435,39.380287
173,A0022009F09,武清区河西务雅迪专卖店,天津武清河西务市场雅迪专卖店,15022396688,"116.964165,39.625591",二网,8：00-19：00,1,120000,120100,120114,天津市,天津市市辖区,武清区,116.964165,39.625591
174,A0022009F19,武清石各庄雅迪专卖店,天津市武清区石各庄镇政府北20米雅迪专卖店,15522815058,"116.91162,39.304495",二网,8：00-19：00,1,120000,120100,120114,天津市,天津市市辖区,武清区,116.91162,39.304495
175,A0022009F23,武清区崔黄口雅迪专卖店,天津市武清区催黄口镇大宇车行,13001331483,"117.202866,39.53742",二网,8：00-19：00,1,120000,120100,120114,天津市,天津市市辖区,武清区,117.202866,39.53742
176,A0022009F29,武清区黄花店雅迪专卖店,天津武清区黄花店镇中心街雅迪专卖,15022212199,"116.906992,39.373759",二网,8：00-19：00,1,120000,120100,120114,天津市,天津市市辖区,武清区,116.906992,39.373759
177,A0022009F30,武清区城关店雅迪专卖店,天津市武清区城关医院西100米雅迪专卖,13752374761,"116.879107,39.530417",二网,8：00-19：00,1,120000,120100,120114,天津市,天津市市辖区,武清区,116.879107,39.530417
178,A0022009F31,武清区高村乡雅迪专卖店,天津市武清区高村镇农业银行对面雅迪专卖,13622165688,"116.890109,39.643722",二网,8：00-19：00,1,120000,120100,120114,天津市,天津市市辖区,武清区,116.890109,39.643722
179,A0022009F32,武清区太子务雅迪专卖店,天津市武清区泗村镇太子务村中心街雅迪专卖,13752779539,"116.919814,39.460184",二网,8：00-19：00,1,120000,120100,120114,天津市,天津市市辖区,武清区,116.919814,39.460184
180,A0022009F68,曹子里雅迪,武清区曹子里镇花都商业街41号雅迪专卖,13920826170,"117.137201,39.421158",二网,8：00-19：00,1,120000,120100,120114,天津市,天津市市辖区,武清区,117.137201,39.421158
181,A0022009F66,宝坻雅迪新店,海滨街道进京路中国银行对面雅迪专卖店,18920098373,"117.379432,39.683987",二网,8：00-19：00,1,120000,120100,120115,天津市,天津市市辖区,宝坻区,117.379432,39.683987
182,A0022022G10,宝坻县城雅迪专卖店,进京路百货大楼西200米,18322013366,"117.309226,39.729361",三网,8：00-19：00,1,120000,120100,120115,天津市,天津市市辖区,宝坻区,117.309226,39.729361
183,A0022022G04,宝坻霍格庄雅迪专卖店,霍各庄镇平安家园对面雅迪专卖店,18322234222,"117.383011,39.755302",三网,8：00-19：00,1,120000,120100,120115,天津市,天津市市辖区,宝坻区,117.383011,39.755302
184,A0022022G05,宝坻口东雅迪专卖店,口东镇农业银行旁雅迪专卖店,13821466266,"117.379433,39.683826",三网,8：00-19：00,1,120000,120100,120115,天津市,天津市市辖区,宝坻区,117.379433,39.683826
185,A0022022G06,宝坻王卜庄雅迪专卖店,王卜庄镇中国石化加油站旁雅迪专卖店,15022676809,"117.455583,39.693047",三网,8：00-19：00,1,120000,120100,120115,天津市,天津市市辖区,宝坻区,117.455583,39.693047
186,A0022022G09,宝坻赵各庄雅迪专卖店,赵各庄乡农业银行东200米雅迪专卖店,13730371993,"117.210811,39.796582",三网,8：00-19：00,1,120000,120100,120115,天津市,天津市市辖区,宝坻区,117.210811,39.796582
187,A0022022G11,宝坻黑狼口雅迪专卖店,黑狼口农贸市场对面雅迪专卖店,15620855660,"117.416178,39.624108",三网,8：00-19：00,1,120000,120100,120115,天津市,天津市市辖区,宝坻区,117.416178,39.624108
188,A0022022G16,宝坻八门城雅迪专卖店,八门城镇八门城中学南300米雅迪专卖店,13072294541,"117.611887,39.58407",三网,8：00-19：00,1,120000,120100,120115,天津市,天津市市辖区,宝坻区,117.611887,39.58407
189,A0022022G26,大口屯,天津市宝坻区大口屯镇北商业街48号,13164033723,"117.248681,39596204",三网,8：00-19：00,1,120000,120100,120115,天津市,天津市市辖区,宝坻区,117.248681,39596204
190,A0022009F05,汉沽雅迪专卖店,天津市宁河县汉沽管理区正通花园雅迪专卖店,13920521081,"117.899656,39.372718",二网,8：00-19：00,1,120000,120100,120116,天津市,天津市市辖区,滨海新区,117.899656,39.372718
191,A0022009F11,滨海新区中塘雅迪专卖店,天津市滨海新区中塘镇张港子路口雅迪专卖店,18622821722,"117.414587,38.863289",二网,8：00-19：00,1,120000,120100,120116,天津市,天津市市辖区,滨海新区,117.414587,38.863289
192,A0022009F14,汉沽文化街雅迪专卖店,天津市汉沽区汉华世家底商158号雅迪专卖店,18102022068,"117.811348,39.259851",二网,8：00-19：00,1,120000,120100,120116,天津市,天津市市辖区,滨海新区,117.811348,39.259851
193,A0022009F41,大港三号院雅迪专卖店,天津市大港三号院光明大道花园市场,13820193006,"117.506394,38.737135",二网,8：00-19：00,1,120000,120100,120116,天津市,天津市市辖区,滨海新区,117.506394,38.737135
194,A0022009F42,大港太平镇雅迪专卖店,天津市大港太平镇邮局对面雅迪专卖店,13132097950,"117.342552,38.623468",二网,8：00-19：00,1,120000,120100,120116,天津市,天津市市辖区,滨海新区,117.342552,38.623468
195,A0022009F43,大港旭日路雅迪专卖店,天津市大港旭日路晨辉北里底商雅迪专卖店,13920507931,"117.471611,38.85627",二网,8：00-19：00,1,120000,120100,120116,天津市,天津市市辖区,滨海新区,117.471611,38.85627
196,A0022009F45,塘沽向阳雅迪专卖店,天津市塘沽向阳西支路雅迪专卖店,15302186900,"117.669469,39.032013",二网,8：00-19：00,1,120000,120100,120116,天津市,天津市市辖区,滨海新区,117.669469,39.032013
197,A0022022G21,宁河丰台雅迪专卖店,天津宁河区丰台镇东大街东80米,15922097052,"117.765975,39.566852",三网,8：00-19：00,1,120000,120100,120117,天津市,天津市市辖区,宁河区,117.765975,39.566852
198,A0022022G23,宁河赵本雅迪专卖店,天津宁河区赵本家乐对面,13602193640,"117.657399,39.472867",三网,8：00-19：00,1,120000,120100,120117,天津市,天津市市辖区,宁河区,117.657399,39.472867
199,A0022009F22,宁河马聪雅迪专卖店,宁河马聪店,15900247528,"117.683256,39.365477",二网,8：00-19：00,1,120000,120100,120117,天津市,天津市市辖区,宁河区,117.683256,39.365477
200,A0022009F44,宁河雅迪专卖店,宁河芦台商业道交警队对面,13102203188,"117.837392,39.339831",二网,8：00-19：00,1,120000,120100,120117,天津市,天津市市辖区,宁河区,117.837392,39.339831
201,A0022022G18,宁河大北镇雅迪专卖店,天津宁河区大北涧小学对面,15522998384,"117.746355,39.338199",三网,8：00-19：00,1,120000,120100,120117,天津市,天津市市辖区,宁河区,117.746355,39.338199
202,A0022022G19,宁河江娃口雅迪专卖店,天津宁河区江洼口宝卢公路市场,15822343029,"117.728595,39.524113",三网,8：00-19：00,1,120000,120100,120117,天津市,天津市市辖区,宁河区,117.728595,39.524113
203,A0022022G20,宁河岳龙镇雅迪专卖店,天津宁河区岳龙农贸市场口,15833253602,"117.873683,39.578153",三网,8：00-19：00,1,120000,120100,120117,天津市,天津市市辖区,宁河区,117.873683,39.578153
204,A0022022G22,宁河大王台雅迪专卖店,天津宁河区大王台村市场口,18622179320,"117.500719,39.280913",三网,8：00-19：00,1,120000,120100,120117,天津市,天津市市辖区,宁河区,117.500719,39.280913
205,A0022022G24,宁河板桥雅迪专卖店,天津宁河区板桥集市中段,15620816318,"117.816495,39.491055",三网,8：00-19：00,1,120000,120100,120117,天津市,天津市市辖区,宁河区,117.816495,39.491055
206,A0022022G25,宁河北淮店雅迪专卖店,天津宁河去北淮店农行西,13820466026,"117.575921,39.266054",三网,8：00-19：00,1,120000,120100,120117,天津市,天津市市辖区,宁河区,117.575921,39.266054
207,A0022009F18,静海大邱庄雅迪专卖店,天津市静海县大邱庄雅迪专卖店,13299999415,"117.077118,38.840011",二网,8：00-19：00,1,120000,120100,120118,天津市,天津市市辖区,静海区,117.077118,38.840011
208,A0022009F36,静海子牙雅迪专卖店,天津市静海县子牙商品街宗保村路口雅迪专卖店,13821044333,"116.774046,38.830642",二网,8：00-19：00,1,120000,120100,120118,天津市,天津市市辖区,静海区,116.774046,38.830642
